INPUT_TABLE
Variable ID
AgCost

region,AgSupplySector,AgSupplySubsector,AgProductionTechnology,year,nonLandVariableCost
Africa_Eastern,Forest,Forest,Forest,1975,29.59
Africa_Eastern,Forest,Forest,Forest,1990,29.59
Africa_Eastern,Forest,Forest,Forest,2005,29.59
Africa_Eastern,Forest,Forest,Forest,2010,29.59
Africa_Eastern,Forest,Forest,Forest,2015,29.59
Africa_Eastern,Forest,Forest,Forest,2020,29.59
Africa_Eastern,Forest,Forest,Forest,2025,29.59
Africa_Eastern,Forest,Forest,Forest,2030,29.59
Africa_Eastern,Forest,Forest,Forest,2035,29.59
Africa_Eastern,Forest,Forest,Forest,2040,29.59
Africa_Eastern,Forest,Forest,Forest,2045,29.59
Africa_Eastern,Forest,Forest,Forest,2050,29.59
Africa_Eastern,Forest,Forest,Forest,2055,29.59
Africa_Eastern,Forest,Forest,Forest,2060,29.59
Africa_Eastern,Forest,Forest,Forest,2065,29.59
Africa_Eastern,Forest,Forest,Forest,2070,29.59
Africa_Eastern,Forest,Forest,Forest,2075,29.59
Africa_Eastern,Forest,Forest,Forest,2080,29.59
Africa_Eastern,Forest,Forest,Forest,2085,29.59
Africa_Eastern,Forest,Forest,Forest,2090,29.59
Africa_Eastern,Forest,Forest,Forest,2095,29.59
Africa_Eastern,Forest,Forest,Forest,2100,29.59
Africa_Northern,Forest,Forest,Forest,1975,29.59
Africa_Northern,Forest,Forest,Forest,1990,29.59
Africa_Northern,Forest,Forest,Forest,2005,29.59
Africa_Northern,Forest,Forest,Forest,2010,29.59
Africa_Northern,Forest,Forest,Forest,2015,29.59
Africa_Northern,Forest,Forest,Forest,2020,29.59
Africa_Northern,Forest,Forest,Forest,2025,29.59
Africa_Northern,Forest,Forest,Forest,2030,29.59
Africa_Northern,Forest,Forest,Forest,2035,29.59
Africa_Northern,Forest,Forest,Forest,2040,29.59
Africa_Northern,Forest,Forest,Forest,2045,29.59
Africa_Northern,Forest,Forest,Forest,2050,29.59
Africa_Northern,Forest,Forest,Forest,2055,29.59
Africa_Northern,Forest,Forest,Forest,2060,29.59
Africa_Northern,Forest,Forest,Forest,2065,29.59
Africa_Northern,Forest,Forest,Forest,2070,29.59
Africa_Northern,Forest,Forest,Forest,2075,29.59
Africa_Northern,Forest,Forest,Forest,2080,29.59
Africa_Northern,Forest,Forest,Forest,2085,29.59
Africa_Northern,Forest,Forest,Forest,2090,29.59
Africa_Northern,Forest,Forest,Forest,2095,29.59
Africa_Northern,Forest,Forest,Forest,2100,29.59
Africa_Southern,Forest,Forest,Forest,1975,29.59
Africa_Southern,Forest,Forest,Forest,1990,29.59
Africa_Southern,Forest,Forest,Forest,2005,29.59
Africa_Southern,Forest,Forest,Forest,2010,29.59
Africa_Southern,Forest,Forest,Forest,2015,29.59
Africa_Southern,Forest,Forest,Forest,2020,29.59
Africa_Southern,Forest,Forest,Forest,2025,29.59
Africa_Southern,Forest,Forest,Forest,2030,29.59
Africa_Southern,Forest,Forest,Forest,2035,29.59
Africa_Southern,Forest,Forest,Forest,2040,29.59
Africa_Southern,Forest,Forest,Forest,2045,29.59
Africa_Southern,Forest,Forest,Forest,2050,29.59
Africa_Southern,Forest,Forest,Forest,2055,29.59
Africa_Southern,Forest,Forest,Forest,2060,29.59
Africa_Southern,Forest,Forest,Forest,2065,29.59
Africa_Southern,Forest,Forest,Forest,2070,29.59
Africa_Southern,Forest,Forest,Forest,2075,29.59
Africa_Southern,Forest,Forest,Forest,2080,29.59
Africa_Southern,Forest,Forest,Forest,2085,29.59
Africa_Southern,Forest,Forest,Forest,2090,29.59
Africa_Southern,Forest,Forest,Forest,2095,29.59
Africa_Southern,Forest,Forest,Forest,2100,29.59
Africa_Western,Forest,Forest,Forest,1975,29.59
Africa_Western,Forest,Forest,Forest,1990,29.59
Africa_Western,Forest,Forest,Forest,2005,29.59
Africa_Western,Forest,Forest,Forest,2010,29.59
Africa_Western,Forest,Forest,Forest,2015,29.59
Africa_Western,Forest,Forest,Forest,2020,29.59
Africa_Western,Forest,Forest,Forest,2025,29.59
Africa_Western,Forest,Forest,Forest,2030,29.59
Africa_Western,Forest,Forest,Forest,2035,29.59
Africa_Western,Forest,Forest,Forest,2040,29.59
Africa_Western,Forest,Forest,Forest,2045,29.59
Africa_Western,Forest,Forest,Forest,2050,29.59
Africa_Western,Forest,Forest,Forest,2055,29.59
Africa_Western,Forest,Forest,Forest,2060,29.59
Africa_Western,Forest,Forest,Forest,2065,29.59
Africa_Western,Forest,Forest,Forest,2070,29.59
Africa_Western,Forest,Forest,Forest,2075,29.59
Africa_Western,Forest,Forest,Forest,2080,29.59
Africa_Western,Forest,Forest,Forest,2085,29.59
Africa_Western,Forest,Forest,Forest,2090,29.59
Africa_Western,Forest,Forest,Forest,2095,29.59
Africa_Western,Forest,Forest,Forest,2100,29.59
Argentina,Forest,Forest,Forest,1975,29.59
Argentina,Forest,Forest,Forest,1990,29.59
Argentina,Forest,Forest,Forest,2005,29.59
Argentina,Forest,Forest,Forest,2010,29.59
Argentina,Forest,Forest,Forest,2015,29.59
Argentina,Forest,Forest,Forest,2020,29.59
Argentina,Forest,Forest,Forest,2025,29.59
Argentina,Forest,Forest,Forest,2030,29.59
Argentina,Forest,Forest,Forest,2035,29.59
Argentina,Forest,Forest,Forest,2040,29.59
Argentina,Forest,Forest,Forest,2045,29.59
Argentina,Forest,Forest,Forest,2050,29.59
Argentina,Forest,Forest,Forest,2055,29.59
Argentina,Forest,Forest,Forest,2060,29.59
Argentina,Forest,Forest,Forest,2065,29.59
Argentina,Forest,Forest,Forest,2070,29.59
Argentina,Forest,Forest,Forest,2075,29.59
Argentina,Forest,Forest,Forest,2080,29.59
Argentina,Forest,Forest,Forest,2085,29.59
Argentina,Forest,Forest,Forest,2090,29.59
Argentina,Forest,Forest,Forest,2095,29.59
Argentina,Forest,Forest,Forest,2100,29.59
Australia_NZ,Forest,Forest,Forest,1975,29.59
Australia_NZ,Forest,Forest,Forest,1990,29.59
Australia_NZ,Forest,Forest,Forest,2005,29.59
Australia_NZ,Forest,Forest,Forest,2010,29.59
Australia_NZ,Forest,Forest,Forest,2015,29.59
Australia_NZ,Forest,Forest,Forest,2020,29.59
Australia_NZ,Forest,Forest,Forest,2025,29.59
Australia_NZ,Forest,Forest,Forest,2030,29.59
Australia_NZ,Forest,Forest,Forest,2035,29.59
Australia_NZ,Forest,Forest,Forest,2040,29.59
Australia_NZ,Forest,Forest,Forest,2045,29.59
Australia_NZ,Forest,Forest,Forest,2050,29.59
Australia_NZ,Forest,Forest,Forest,2055,29.59
Australia_NZ,Forest,Forest,Forest,2060,29.59
Australia_NZ,Forest,Forest,Forest,2065,29.59
Australia_NZ,Forest,Forest,Forest,2070,29.59
Australia_NZ,Forest,Forest,Forest,2075,29.59
Australia_NZ,Forest,Forest,Forest,2080,29.59
Australia_NZ,Forest,Forest,Forest,2085,29.59
Australia_NZ,Forest,Forest,Forest,2090,29.59
Australia_NZ,Forest,Forest,Forest,2095,29.59
Australia_NZ,Forest,Forest,Forest,2100,29.59
Brazil,Forest,Forest,Forest,1975,29.59
Brazil,Forest,Forest,Forest,1990,29.59
Brazil,Forest,Forest,Forest,2005,29.59
Brazil,Forest,Forest,Forest,2010,29.59
Brazil,Forest,Forest,Forest,2015,29.59
Brazil,Forest,Forest,Forest,2020,29.59
Brazil,Forest,Forest,Forest,2025,29.59
Brazil,Forest,Forest,Forest,2030,29.59
Brazil,Forest,Forest,Forest,2035,29.59
Brazil,Forest,Forest,Forest,2040,29.59
Brazil,Forest,Forest,Forest,2045,29.59
Brazil,Forest,Forest,Forest,2050,29.59
Brazil,Forest,Forest,Forest,2055,29.59
Brazil,Forest,Forest,Forest,2060,29.59
Brazil,Forest,Forest,Forest,2065,29.59
Brazil,Forest,Forest,Forest,2070,29.59
Brazil,Forest,Forest,Forest,2075,29.59
Brazil,Forest,Forest,Forest,2080,29.59
Brazil,Forest,Forest,Forest,2085,29.59
Brazil,Forest,Forest,Forest,2090,29.59
Brazil,Forest,Forest,Forest,2095,29.59
Brazil,Forest,Forest,Forest,2100,29.59
